y_true,y_proba,y_pred
0,0.5182120194539068,1
0,0.021415209393116478,0
1,0.04557454315277779,0
0,0.3573538954119931,1
0,0.16792160445961338,0
0,0.0284573244764368,0
0,0.10934204319535931,0
0,0.5115755504891343,1
0,0.10373554261332928,0
0,0.05351386578691534,0
1,0.055623967976239856,0
1,0.01846828495019724,0
0,0.07168921525646442,0
0,0.11837797542871034,0
1,0.30584546159750753,1
0,0.3978407409420452,1
0,0.006487845551345496,0
0,0.11261517246600442,0
0,0.11317499050111975,0
0,0.4261990470318143,1
0,0.245212152676215,0
0,0.007339298057090212,0
0,0.06517478443380839,0
1,0.2997726294670625,1
0,0.6951560827351525,1
0,0.04078118826926959,0
0,0.12491177713581308,0
0,0.052830825647415494,0
0,0.09987270638820138,0
0,0.38064139614570563,1
0,0.05589855549756285,0
0,0.20861407802018447,0
0,0.018622044686510086,0
0,0.1335679653534959,0
0,0.7615318344499222,1
0,0.1771449397787074,0
0,0.382868633014124,1
0,0.15052326409256195,0
1,0.19308443674097256,0
0,0.3726048740232588,1
1,0.07820017559563312,0
0,0.004519149674469246,0
0,0.09268687176543172,0
0,0.3567234106665511,1
0,0.804885791952783,1
1,0.0453391899469271,0
0,0.3031755970919764,1
0,0.6708352888791086,1
1,0.08238924831272355,0
1,0.046055512077947655,0
1,0.04503702907219704,0
0,0.06290241337666902,0
0,0.045625075167654176,0
0,0.01863461645139773,0
0,0.09754599724529504,0
0,0.5192866013935333,1
0,0.15280723772080565,0
1,0.1527879738940932,0
1,0.12130328795378244,0
0,0.11623292147516377,0
0,0.09900172794324794,0
0,0.7083232680587916,1
1,0.20351451297759737,0
0,0.07314572795616654,0
1,0.13546623021973925,0
0,0.03549365121894808,0
0,0.04100756551530629,0
0,0.02752959368235563,0
0,0.27690995335098517,1
0,0.12353032961220776,0
0,0.08298296789118184,0
0,0.08898509493582471,0
0,0.016567735443721955,0
0,0.06053325139268967,0
0,0.2589442290016708,0
0,0.2389562249811928,0
0,0.226046963527847,0
0,0.4914945671476622,1
0,0.4724108069923143,1
0,0.014093132362224899,0
0,0.19999279765042502,0
0,0.2657022518028119,0
1,0.2781092998440044,1
0,0.06296987311888994,0
0,0.24925839711477488,0
0,0.03277560122172661,0
0,0.1642795640295617,0
0,0.09401812983027887,0
0,0.22204196994757136,0
0,0.042012856854129386,0
0,0.4966199800082057,1
