y_true,y_proba,y_pred
0,0.5144979884012421,1
0,0.07686731302880775,0
1,0.029113571467429027,0
0,0.18382746639907427,1
0,0.34235576309551136,1
0,0.029399084875090135,0
0,0.30647584918740267,1
0,0.46650446666156403,1
0,0.16253979762876392,0
0,0.028925583843872706,0
1,0.024704856302754628,0
1,0.0349881711090588,0
0,0.08622245763094506,0
0,0.15528276997556748,0
1,0.34680234527093534,1
0,0.4888269849303505,1
0,0.015476220956238173,0
0,0.17455380372930107,0
0,0.16031299315407585,0
0,0.2662914411382334,1
0,0.3306442409564256,1
0,0.0129954996756721,0
0,0.0675739608160035,0
1,0.18589655698318927,1
0,0.535240102270543,1
0,0.11267539558692434,0
0,0.12315289280431914,0
0,0.01693770105324534,0
0,0.24867743805888942,1
0,0.4389313321707019,1
0,0.031267355014012226,0
0,0.08572484895809468,0
0,0.02186887731866401,0
0,0.1297202536301288,0
0,0.620100620810415,1
0,0.25284360506588777,1
0,0.39448743520868806,1
0,0.08520897176673635,0
1,0.18756982343150444,1
0,0.45441961642325907,1
1,0.0836920109458851,0
0,0.014659744447484309,0
0,0.1020424630354103,0
0,0.21846572027756053,1
0,0.7586932926321331,1
1,0.07388918482882322,0
0,0.26223417826068457,1
0,0.680892932826705,1
1,0.07606791139195183,0
1,0.06598972301642034,0
1,0.11343183226327617,0
0,0.21944646370348522,1
0,0.09560222494014145,0
0,0.10043453873873687,0
0,0.2038005791251065,1
0,0.4321350240638335,1
0,0.1957911733329365,1
1,0.20412364963941523,1
1,0.2686222142867123,1
0,0.1391794682552742,0
0,0.15085668389314347,0
0,0.7202389752396415,1
1,0.31530719246925815,1
0,0.08205441659830612,0
1,0.2551945912265119,1
0,0.17903459893457732,0
0,0.11441983579576587,0
0,0.033925351681308905,0
0,0.27340263740699594,1
0,0.1714853066870423,0
0,0.2274709240324019,1
0,0.19358214508447916,1
0,0.06913948462175439,0
0,0.2081002241671232,1
0,0.3040448380505438,1
0,0.37526946852053616,1
0,0.28941784562061723,1
0,0.377026557198143,1
0,0.438951975058575,1
0,0.01581431981586498,0
0,0.24316524141613546,1
0,0.21252282788918334,1
1,0.2327073638724854,1
0,0.12190493843093118,0
0,0.2765353121352486,1
0,0.07198606919896795,0
0,0.13233145201509286,0
0,0.1803625554467595,1
0,0.24368494032621968,1
0,0.06072492257305815,0
0,0.5522647391657278,1
0,0.25266105918244,1
0,0.06190917630459534,0
0,0.5603975076936334,1
0,0.049276191631019095,0
0,0.537738526194886,1
1,0.0806602968710375,0
0,0.047815032663893385,0
0,0.061785178643606206,0
0,0.6553839389952039,1
0,0.015130929139382632,0
0,0.1915096888385599,1
0,0.07013812890472064,0
0,0.34741275195035065,1
0,0.09493081713478121,0
0,0.14404381441235847,0
0,0.13409749703914614,0
0,0.12664150106202454,0
0,0.4248385002354122,1
0,0.04696655570995372,0
0,0.06398185362835473,0
0,0.028278760605527534,0
0,0.21559172708923638,1
0,0.1861019134331308,1
0,0.08928529963481181,0
1,0.419330790873304,1
0,0.20950294470677866,1
0,0.030701089634484383,0
0,0.363638496628172,1
0,0.1839304064670442,1
0,0.4550758219178739,1
0,0.49445108656717596,1
0,0.08922300861380798,0
0,0.16462137622142883,0
0,0.1552822895226972,0
0,0.2078956639344283,1
0,0.04716992051195966,0
0,0.02997449318242091,0
0,0.03534487488470698,0
0,0.3275511122212837,1
0,0.0898199065745435,0
1,0.3978186213966169,1
0,0.040347748723907846,0
0,0.12279836996667728,0
0,0.18017226517488763,1
0,0.03559219710374654,0
0,0.046613432213679105,0
0,0.16838233979975226,0
0,0.1812874076000125,1
0,0.10550400672400433,0
0,0.036111836214108316,0
0,0.1463769925222944,0
0,0.0990272390649312,0
0,0.2375604020573978,1
0,0.46868384241431,1
0,0.32460259945820075,1
0,0.32667086690485575,1
0,0.1582048369118825,0
0,0.019638649406905673,0
0,0.05578984264462064,0
0,0.07148894278527693,0
0,0.0313346406790152,0
0,0.2035709113514859,1
0,0.33010772983468856,1
1,0.061117055102468544,0
0,0.12997559035915213,0
0,0.13433061643133185,0
1,0.033995745608825546,0
1,0.045608791597895104,0
0,0.8603545000169539,1
0,0.05844780080796871,0
0,0.5838580699072612,1
0,0.045272549900713596,0
0,0.17984409699615334,0
0,0.14065137620086815,0
0,0.15851450045707394,0
0,0.18004176211190281,1
1,0.720825177860343,1
0,0.29293872337532895,1
1,0.28138054369813115,1
0,0.3782136995059645,1
0,0.4224780282387917,1
0,0.4355552973699744,1
0,0.341277052568089,1
0,0.056242937751447696,0
0,0.17760773650261738,0
0,0.033567339510738606,0
0,0.1507968125595938,0
0,0.22524168673547995,1
0,0.5010229390005867,1
1,0.09999707806841526,0
0,0.017370882673886576,0
1,0.09771278281224059,0
0,0.20735133673359615,1
0,0.1111599145159721,0
0,0.048939446678767186,0
1,0.2460575475239508,1
0,0.11901956697183143,0
1,0.18800211116757892,1
1,0.21432637642589802,1
0,0.0971173794662267,0
0,0.25057089844683633,1
0,0.5557494737558464,1
0,0.23038196814770623,1
0,0.19302207239624608,1
0,0.036340346912108655,0
0,0.11761294846902606,0
0,0.2453662679742218,1
0,0.012751982014579595,0
0,0.40903743187876573,1
0,0.059154330344782305,0
0,0.018044807382351067,0
0,0.4227979678782521,1
0,0.08148819824351063,0
0,0.01626112073211818,0
0,0.02848492078692073,0
0,0.08360811365011597,0
0,0.5870147842935801,1
0,0.024492066149237327,0
0,0.3935198942742578,1
0,0.17220692224126308,0
0,0.0673046780378134,0
0,0.4474723996542906,1
0,0.15585271861734698,0
0,0.7414502468701496,1
0,0.4045845889055843,1
0,0.1990310629829311,1
0,0.09617758686776433,0
1,0.24276848608841334,1
0,0.2482079448144524,1
0,0.02809988490508502,0
0,0.18156090161312044,1
1,0.03203585149797354,0
0,0.46472729035534993,1
0,0.07710007692368682,0
0,0.3297142990899096,1
0,0.37294394019590993,1
0,0.6954931526359569,1
0,0.16633887158078012,0
0,0.23721366655189544,1
0,0.16386088262046478,0
1,0.012605237109373288,0
0,0.16391278387860145,0
0,0.0684473494436933,0
0,0.0724093369958855,0
1,0.09448708211401063,0
1,0.40308262609010787,1
0,0.29387864097141747,1
1,0.6314388073823802,1
