y_true,y_proba,y_pred
0,0.5867889523506165,1
0,0.008778195828199387,0
1,0.013738456182181835,0
0,0.1649138182401657,1
0,0.11980359256267548,0
0,0.011783166788518429,0
0,0.045097947120666504,0
0,0.06397778540849686,0
0,0.131879523396492,1
0,0.046042636036872864,0
1,0.02243431843817234,0
1,0.0134259182959795,0
0,0.07886004447937012,0
0,0.11408329755067825,0
1,0.18636982142925262,1
0,0.5098945498466492,1
0,0.003442817134782672,0
0,0.02515055611729622,0
0,0.13671433925628662,1
0,0.23469679057598114,1
0,0.15359006822109222,1
0,0.0022617855574935675,0
0,0.02388256974518299,0
1,0.09608179330825806,0
0,0.5065451860427856,1
0,0.02127978205680847,0
0,0.058639176189899445,0
0,0.01267597358673811,0
0,0.034103285521268845,0
0,0.08921173959970474,0
0,0.04861440509557724,0
0,0.0495285838842392,0
0,0.040897954255342484,0
0,0.06468275189399719,0
0,0.5740979313850403,1
0,0.1700119823217392,1
0,0.2929399609565735,1
0,0.06335542351007462,0
1,0.18914180994033813,1
0,0.27944448590278625,1
1,0.023350058123469353,0
0,0.0029645829927176237,0
0,0.01366268191486597,0
0,0.3475536108016968,1
0,0.9345911741256714,1
1,0.01843118853867054,0
0,0.1395307034254074,1
0,0.7205645442008972,1
1,0.02020236663520336,0
1,0.05881034582853317,0
1,0.008246355690062046,0
0,0.039255063980817795,0
0,0.025419004261493683,0
0,0.007313124369829893,0
0,0.07692236453294754,0
0,0.3170187473297119,1
0,0.0941997691988945,0
1,0.18736568093299866,1
1,0.04172505438327789,0
0,0.030107751488685608,0
0,0.1743805706501007,1
0,0.6161016821861267,1
1,0.08277954161167145,0
0,0.011831832118332386,0
1,0.32038331031799316,1
0,0.03643716126680374,0
0,0.01278870739042759,0
0,0.010274947620928288,0
0,0.04904957860708237,0
0,0.04821982979774475,0
0,0.05790790170431137,0
0,0.05917494371533394,0
0,0.012175279669463634,0
0,0.022334275767207146,0
0,0.150041863322258,1
0,0.2774146795272827,1
0,0.15725119411945343,1
0,0.5342589020729065,1
0,0.5977026224136353,1
0,0.008743209764361382,0
0,0.09861656278371811,0
0,0.06511832773685455,0
1,0.1758011281490326,1
0,0.03867117315530777,0
0,0.0936555340886116,0
0,0.018492961302399635,0
0,0.07323183119297028,0
0,0.04423658549785614,0
0,0.09488856047391891,0
0,0.01486170757561922,0
0,0.34607937932014465,1
0,0.11442811787128448,0
0,0.023719532415270805,0
0,0.199133962392807,1
0,0.057782772928476334,0
0,0.3558771014213562,1
1,0.01652228832244873,0
0,0.00656145391985774,0
0,0.006561699789017439,0
0,0.7425023913383484,1
0,0.002031433628872037,0
