y_true,y_proba,y_pred
0,0.0018548328584823764,0
0,0.006994214154658321,0
1,0.0528564612546399,0
0,0.013312179825602932,0
0,0.003229849744915846,0
0,0.00549986959995332,0
0,0.0073524600076358415,0
0,0.2473809694325682,1
0,0.5986334146257233,1
0,0.031249453323484822,0
1,0.033518268719662535,0
1,0.022561126805374674,0
0,0.005728107316279671,0
0,0.0005325035972979719,0
1,0.4799845636860881,1
0,0.246103012291826,1
0,0.00044278136050903197,0
0,0.0004450759088877718,0
0,0.0003847748906306003,0
0,0.22391359527153062,1
0,0.0181631779313776,0
0,0.0011518852826545392,0
0,0.006476925493636796,0
1,0.06545843146997178,1
0,0.015870150414501866,0
0,0.004050031247382123,0
0,0.00981463221578254,0
0,0.016604955032925316,0
0,0.09073739906360939,1
0,0.29347584190626236,1
0,0.19802751085425005,1
0,0.023439505515728678,0
0,0.0016506847409386133,0
0,0.014785239091172747,0
0,0.9071188543191702,1
0,0.0017187972379680647,0
0,0.20010482750114897,1
0,0.018800373370472356,0
1,0.42453387469798065,1
0,0.01019557944883787,0
1,0.06651062909591471,1
0,0.00024890214590364535,0
0,0.01923595703697027,0
0,0.12488907301895306,1
0,0.5526522591717409,1
1,0.006386391695133976,0
0,0.4092077026424697,1
0,0.30559508742827207,1
1,0.005816810616746072,0
1,0.007728727940484008,0
1,0.0015323276134116565,0
0,0.10111075683529377,1
0,0.021073579171715397,0
0,0.002124692472666221,0
0,0.22095510749052047,1
0,0.0568226333321529,0
0,0.011587473670873458,0
1,0.04562555900412428,0
1,0.009263732240125954,0
0,0.004673155107406697,0
0,0.24008248796474105,1
0,0.6957920199716151,1
1,0.0071367008507422025,0
0,0.001739694220270068,0
1,0.0038273648318580297,0
0,0.010665304515681746,0
0,0.02830491676019947,0
0,0.020908653523074448,0
0,0.011750316960074465,0
0,0.0600965473580515,1
0,0.162596752563552,1
0,0.024011865125773295,0
0,0.0010039982009990823,0
0,0.07779496694674325,1
0,0.007683884129042866,0
0,0.0044260546092028145,0
0,0.019685191815724208,0
0,0.02618383811984156,0
0,0.08887772806239408,1
0,0.007898427620763631,0
0,0.01251575285644652,0
0,0.24711415361373973,1
1,0.052676850073029136,0
0,0.020422895072061787,0
0,0.012611249210966282,0
0,0.0011109247018507174,0
0,0.011552698518888689,0
0,0.020737643126422386,0
0,0.024530640062577682,0
0,0.0007123468480247009,0
0,0.014902311123667123,0
0,0.011254507278045764,0
0,0.0008664478151827348,0
0,0.0158564347414344,0
0,0.0033094006146612578,0
0,0.008531113266169439,0
1,0.02598745188559329,0
0,0.00046005898863607123,0
0,0.0033777697544099534,0
0,0.07124815250733227,1
0,0.0007309954366428832,0
0,0.0014731965121841184,0
0,0.036221597160281144,0
0,0.003806629184357108,0
